NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
900313349,FAST COLOMBIA,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,5111,SERVICIOS,$1.71,-$0.36,$3.38,$4.24,-$0.86,2022
900943243,SURAMERICA COMERCIAL SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4719,COMERCIO,$1.70,$0.03,$1.29,$0.72,$0.58,2022
900059238,MAKRO SUPERMAYORISTA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$1.70,-$0.01,$1.35,$0.72,$0.63,2022
890300406,CARTON COLOMBIA S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,1701,MANUFACTURA,$1.70,$0.17,$3.37,$1.49,$1.88,2022
800035776,NEXSYS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$1.70,$0.00,$1.08,$0.91,$0.17,2022
900824185,HP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$1.69,-$0.09,$1.02,$0.99,$0.03,2022
900306309,ARIS MINING SEGOVIA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,722,MINERO,$1.69,$0.45,$1.40,$0.35,$1.05,2022
860525148,FIDUPREVISORA FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6431,SERVICIOS,$1.68,$0.16,$9.66,$7.64,$2.02,2022
890301886,FABRICA NACIONAL DE AUTOPARTES FANALCA S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,3091,MANUFACTURA,$1.64,$0.19,$1.56,$0.88,$0.69,2022
860029995,ACERIAS PAZ DE RIO S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2410,MANUFACTURA,$1.64,$0.04,$2.02,$0.96,$1.06,2022
891300382,HARINERA DEL VALLE S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,1051,MANUFACTURA,$1.64,$0.05,$1.84,$0.75,$1.09,2022
900491889,MASSER S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4731,COMERCIO,$1.62,$0.00,$0.06,$0.05,$0.01,2022
830010738,C.I. SUNSHINE BOUQUET S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$1.61,$0.02,$1.58,$1.15,$0.43,2022
900703240,MAZDA DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.61,$0.05,$0.48,$0.24,$0.24,2022
800149149,ALIMENTOS BALANCEADOS TEQUENDAMA S.A. ALBATEQ S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,1090,MANUFACTURA,$1.60,$0.01,$0.38,$0.28,$0.10,2022
830140321,HUAWEI TECHNOLOGIES COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4652,COMERCIO,$1.59,$0.04,$1.37,$1.31,$0.06,2022
860002536,COMPAÑÍA COLOMBIANA DE CERAMICA S.AAN,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2393,MANUFACTURA,$1.58,$0.02,$1.51,$0.93,$0.58,2022
900466209,PORSCHE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.57,$0.07,$0.77,$0.62,$0.14,2022
900087414,RIOPAILA CASTILLA S.A.,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$1.57,$0.09,$1.37,$0.84,$0.54,2022
800186960,ALTIPAL S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$1.55,$0.03,$0.50,$0.42,$0.08,2022
811036030,COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1082,MANUFACTURA,$1.55,$0.14,$2.60,$1.16,$1.44,2022
900327290,DERCO COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,4511,COMERCIO,$1.55,$0.04,$0.75,$0.57,$0.18,2022
860000006,TEAM FOODS COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1032,MANUFACTURA,$1.53,$0.06,$1.18,$0.84,$0.34,2022
860001942,BAYERS.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2021,MANUFACTURA,$1.53,$0.08,$1.11,$0.85,$0.26,2022
800167643,GASES DE OCCIDENTE S.A. E.S.P.,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,3520,SERVICIOS,$1.52,$0.13,$1.47,$1.04,$0.44,2022
830006051,DIAGEO COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$1.52,$0.09,$0.81,$0.71,$0.11,2022
901012419,SUCAFINA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.52,$0.04,$0.46,$0.45,$0.00,2022
899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P.,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6110,SERVICIOS,$1.52,$0.05,$4.22,$2.01,$2.20,2022
800018359,BEL STAR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2023,MANUFACTURA,$1.52,$0.03,$1.08,$0.65,$0.43,2022
800229035,TECNOGLASS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2310,MANUFACTURA,$1.51,$0.18,$1.19,$0.85,$0.34,2022
830041314,DIRECCION DE SANIDAD POLICIA NACIONAL,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,$1.51,-$0.02,$1.56,$0.59,$0.97,2022
830004993,CASATORO SA BIC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.50,$0.06,$0.81,$0.45,$0.37,2022
890301690,INGREDION COLOMBIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,1052,MANUFACTURA,$1.49,$0.13,$1.06,$0.55,$0.52,2022
891300237,INGENIO DEL CAUCA S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$1.48,$0.19,$2.65,$1.13,$1.52,2022
891800111,DIACO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2410,MANUFACTURA,$1.48,$0.17,$1.01,$0.30,$0.71,2022
900030538,LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4651,COMERCIO,$1.48,-$0.03,$0.48,$0.41,$0.07,2022
800130426,GYJ FERRETERIAS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4663,COMERCIO,$1.48,$0.07,$0.88,$0.47,$0.40,2022
811014994,COMPAÑÍA DE GALLETAS NOEL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1089,MANUFACTURA,$1.47,$0.20,$3.14,$0.98,$2.16,2022
860047657,INCHCAPE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.46,$0.06,$0.91,$0.55,$0.36,2022
890916911,INDUSTRIA COLOMBIANA DE MOTOCICLETAS YAMAHA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,3091,MANUFACTURA,$1.45,$0.08,$0.93,$0.33,$0.60,2022
800000946,PROCTER & GAMBLE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4649,COMERCIO,$1.42,$0.03,$0.69,$0.42,$0.27,2022
830025448,GRUPO BOLIVAR S. A.,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6492,SERVICIOS,$1.39,$1.18,$14.91,$1.76,$13.14,2022
800148312,CÓNDOR SPECIALTY COFFEE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1061,MANUFACTURA,$1.39,$0.02,$0.51,$0.47,$0.04,2022
890300431,CABLES DE ENERGIA Y DE TELECOMUNICACIONES S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,2731,MANUFACTURA,$1.39,$0.00,$0.94,$0.78,$0.16,2022
860015753,COLOMBIANA KIMBERLY COLPAPEL S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA-ANTIOQUIA,1709,MANUFACTURA,$1.37,-$0.16,$2.34,$1.16,$1.17,2022
860074450,QUALA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1089,MANUFACTURA,$1.37,$0.00,$1.44,$0.66,$0.78,2022
890101815,JOHNSON & JOHNSON DE COLOMBIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,2023,MANUFACTURA,$1.37,$0.06,$0.65,$0.36,$0.28,2022
830018214,MPS MAYORISTA DE COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$1.36,$0.01,$0.42,$0.38,$0.04,2022
830037774,DRUMMOND COAL MINING LLC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,$1.36,$0.36,$1.08,$0.25,$0.83,2022
819004712,C.I. TEQUENDAMA S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,1032,MANUFACTURA,$1.35,$0.12,$1.33,$1.04,$0.29,2022
805001157,SERVICIO OCCIDENTAL DE SALUD EPS SOS S.A.,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8430,SERVICIOS,$1.35,-$0.27,$0.29,$0.79,-$0.50,2022
860013771,AJOVER DARNEL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$1.34,$0.07,$1.66,$1.05,$0.61,2022
900104517,BIO D S.A. USUARIO OPERADOR DE ZONA FRANCA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,2029,MANUFACTURA,$1.34,$0.08,$0.46,$0.23,$0.23,2022
811025289,NOVAVENTA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4799,COMERCIO,$1.34,$0.07,$0.44,$0.24,$0.21,2022
890324177,FUNDACION VALLE DEL LILI,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8621,SERVICIOS,$1.33,$0.11,$1.61,$0.63,$0.98,2022
811011779,RENTING COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7710,SERVICIOS,$1.33,$0.14,$2.91,$2.34,$0.57,2022
890900281,INDUSTRIAS HACEB S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,COPACABANA -ANTIOQUIA,2750,MANUFACTURA,$1.33,$0.04,$0.97,$0.63,$0.34,2022
860051812,HALLIBURTON LATIN AMERICA S.R.L. SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.33,$0.02,$0.87,$0.30,$0.56,2022
900118612,CI MEPRECOL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4662,COMERCIO,$1.32,$0.01,$0.03,$0.00,$0.03,2022
901351676,GRUPO BICENTENARIO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7010,SERVICIOS,$1.31,$1.29,$11.72,$0.03,$11.69,2022
900134430,NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$1.31,$0.02,$0.97,$0.92,$0.05,2022
891300238,INGENIO PROVINCIA S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$1.30,$0.23,$1.39,$0.57,$0.82,2022
830078966,METROKIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.27,$0.10,$0.71,$0.28,$0.43,2022
900335237,GRAN TIERRA COLOMBIA INC SUCURSAL,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$1.27,$0.15,$2.06,$0.62,$1.44,2022
800249942,COLOMBIANA DE LICITACIONES Y CONCESIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8299,SERVICIOS,$1.27,$1.18,$9.26,$3.01,$6.25,2022
860000452,MANUFACTURAS ELIOT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1312,MANUFACTURA,$1.27,$0.05,$1.45,$1.09,$0.36,2022
830065063,LG ELECTRONICS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4644,COMERCIO,$1.27,$0.05,$0.54,$0.43,$0.11,2022
890400869,SURTIDORA DE GAS DEL CARIBE S.A. E.S.P.,SUPERFINANCIERA,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,3520,SERVICIOS,$1.26,$0.11,$1.90,$1.09,$0.81,2022
800091549,IMPRESISTEM SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$1.25,$0.01,$0.42,$0.36,$0.06,2022
890800718,SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,4690,COMERCIO,$1.25,$0.06,$1.01,$0.49,$0.51,2022
860001307,DISTRIBUIDORA NISSAN S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.25,$0.10,$0.99,$0.47,$0.52,2022
860002175,SCHLUMBERGER SURENCO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.25,-$0.05,$1.64,$0.39,$1.25,2022
900561761,INGRAM MICRO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$1.23,$0.00,$0.64,$0.55,$0.09,2022
890903024,COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUNARIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$1.23,$0.07,$1.09,$0.83,$0.26,2022
815000863,AVIDESA DE OCCIDENTE S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,BUGA-VALLE,145,AGROPECUARIO,$1.22,$0.08,$0.48,$0.17,$0.30,2022
890301960,CARVAJAL PULPA Y PAPEL S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,1701,MANUFACTURA,$1.22,$0.07,$1.02,$0.59,$0.43,2022
900319372,RED CARNICA SAS,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,CIENAGA DE ORO-CORDOBA,1011,MANUFACTURA,$1.21,-$0.07,$0.59,$0.50,$0.09,2022
900473830,GUNVOR COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$1.21,$0.01,$0.39,$0.37,$0.02,2022
900136638,CERVECERIA DEL VALLE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1103,MANUFACTURA,$1.21,$0.24,$1.30,$0.70,$0.60,2022
800185295,AMARILO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$1.20,$0.05,$3.93,$2.62,$1.32,2022
900023333,AMOV COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$1.19,$1.34,$6.75,$0.09,$6.66,2022
830002366,BIMBO DE COLOMBIA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1081,MANUFACTURA,$1.19,$0.00,$0.79,$0.45,$0.34,2022
860014659,DOW QUIMICA DE COLOMBIA S.A..,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2013,MANUFACTURA,$1.17,$0.02,$0.60,$0.38,$0.22,2022
890302594,MAYAGUEZ S A,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$1.17,$0.22,$1.75,$0.92,$0.83,2022
900553170,EMBOTELLADORA DE LA SABANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,1104,MANUFACTURA,$1.16,$0.08,$1.05,$0.32,$0.73,2022
900411999,COFCO INTERNATIONAL COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.16,-$0.00,$0.20,$0.23,-$0.03,2022
860004922,PRODUCTOS NATURALES DE LA SABANA S.A.S BIC,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,1040,MANUFACTURA,$1.15,-$0.01,$0.64,$0.59,$0.05,2022
901174177,NITROFERT SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4664,COMERCIO,$1.15,$0.00,$0.66,$0.65,$0.01,2022
890900118,CRISTALERIA PELDAR S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,2310,MANUFACTURA,$1.15,$0.35,$1.37,$0.63,$0.75,2022
890106527,PROCAPS S.A,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2100,MANUFACTURA,$1.13,$0.04,$1.97,$1.64,$0.33,2022
830039670,DIRECCION GENERAL DE SANIDAD MILITAR,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6511,SERVICIOS,$1.13,-$0.05,$0.76,$0.32,$0.43,2022
800206842,BAKER HUGHES DE COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.13,$0.05,$0.78,$0.27,$0.51,2022
900203441,OLEODUCTO DE LOS LLANOS ORIENTALES S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4930,SERVICIOS,$1.13,$0.52,$1.41,$0.59,$0.82,2022
860056150,BASF QUIMICA COLOMBIANA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,$1.12,$0.02,$0.59,$0.51,$0.09,2022
830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$1.12,$0.29,$0.67,$0.16,$0.50,2022
800141506,THE ELITE FLOWER SAS CI,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.11,$0.05,$0.89,$0.48,$0.40,2022
900780755,FORD MOTOR COLOMBIA S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.10,$0.09,$0.47,$0.38,$0.09,2022
901249413,AUTECO MOBILITY SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,3091,MANUFACTURA,$1.09,-$0.02,$0.93,$0.84,$0.09,2022
860003216,PRODUCTOS ROCHE S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$1.09,$0.02,$0.74,$0.32,$0.43,2022
800134853,ESENTTIA MASTERBATCH LTDA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2013,MANUFACTURA,$1.09,$0.29,$0.58,$0.14,$0.45,2022
900277370,ISHOP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4741,COMERCIO,$1.08,$0.03,$0.19,$0.18,$0.01,2022
890801748,MABE COLOMBIA S.A.S,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,2750,MANUFACTURA,$1.08,$0.02,$0.59,$0.33,$0.26,2022
900232454,LÍNEA AÉREA CARGUERA DE COLOMBIA S. A. LANCO,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,5111,SERVICIOS,$1.08,-$0.04,$3.07,$2.53,$0.53,2022
900114676,MINEX COMPAÑIA INTERNACIONAL SAS CI,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4661,COMERCIO,$1.08,$0.03,$0.16,$0.15,$0.01,2022
900203461,COMERCIALIZADORA COLOMBIANA DE CARBONES Y COQUE S.A.S. CI,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1910,MANUFACTURA,$1.07,$0.08,$0.35,$0.26,$0.09,2022
890333023,SIDERURGICA DEL OCCIDENTE S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,2410,MANUFACTURA,$1.07,$0.10,$0.46,$0.21,$0.25,2022
800106339,COLMÉDICA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6521,SERVICIOS,$1.06,$0.11,$0.61,$0.41,$0.20,2022
900891350,GOAM 1 C.I S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$1.06,-$0.00,$0.15,$0.15,$0.00,2022
800048943,TAGHLEEF LATIN AMERICA S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2221,MANUFACTURA,$1.06,$0.01,$1.49,$0.99,$0.50,2022
900218578,SISTEMAS COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,$1.06,$0.04,$0.48,$0.31,$0.17,2022
890918965,CI TECNICAS BALTIME COLOMBIA SA,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,4620,COMERCIO,$1.06,$0.01,$0.54,$0.36,$0.17,2022
860026753,ACESCO COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2592,MANUFACTURA,$1.05,-$0.04,$0.88,$0.55,$0.32,2022
860025674,CARACOL TELEVISION S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,$1.05,$0.13,$1.31,$0.57,$0.74,2022
860002538,NOVARTIS DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$1.05,$0.01,$0.64,$0.48,$0.16,2022
811017000,INTERNACIONAL DE DISTRIBUCIONES DE VESTUARIO DE MODA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,1410,MANUFACTURA,$1.05,$0.02,$0.42,$0.38,$0.04,2022
890102110,OLEOFLORES S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1031,MANUFACTURA,$1.05,$0.05,$0.44,$0.26,$0.18,2022
890916575,DISLICORES,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4632,COMERCIO,$1.05,$0.03,$0.59,$0.47,$0.12,2022
830067394,MERCADOLIBRE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,$1.04,-$0.16,$0.36,$0.36,-$0.01,2022
